90476,48566,28477
58115,58287,30947
47537,13022,89873
48147,71364,84518
47012,7936,52184
36160,24878,16011
59600,12015,86870
27801,84109,83819
78269,2799,6629
43713,31925,16505
74000,26896,8992
72641,27152,76858
28305,30539,43064
19340,78116,371
36342,18964,17038
70807,32853,22871
14408,86646,3379
17275,1947,46955
31186,77182,42437
2068,22838,34782
6868,16614,97218
55176,68955,14896
97735,8330,62422
58756,47453,67271
77812,14293,59245
66039,29038,80623
5683,95321,86363
68347,39535,60036
84323,4082,7972
62781,52640,55872
89928,14150,64260
93375,58138,9632
10589,42219,79730
19442,8609,16540
36046,81830,82978
76724,71874,93343
42622,49925,78301
69541,38652,59469
66263,79354,56387
12999,91983,14996
85814,85316,72264
94481,28183,56370
59186,29949,54239
44424,59441,52262
54524,95631,12463
40966,55936,40963
87177,33408,49060
20006,90023,62163
8799,11957,11188
12219,56606,12656
97594,96835,48843
17054,72924,7861
76869,73608,73620
43207,87819,16021
53845,46346,87207
98341,55435,94510
6743,37700,78696
40953,46090,13579
75748,66507,27884
20280,86079,63201
29392,14184,45890
72910,48176,15058
99956,36512,75248
29643,56244,73526
81490,80422,88470
84239,72972,3441
79822,86223,90894
35054,3794,23647
35818,92104,99930
40499,44541,46009
800,23777,18776
74228,86159,52531
9120,18595,97120
82991,4018,12026
97794,69531,28197
49308,55028,59460
44681,20631,48503
40846,94581,42517
74395,78148,11135
6895,20392,20632
98885,80981,6522
88338,10693,35665
58079,86761,55576
63656,79570,57939
54287,35804,28255
98951,67154,14918
45242,56349,14534
37125,88895,88930
77743,63783,69066
87442,40425,5952
28903,51807,78554
7180,1007,26794
39507,27686,17987
33491,37938,43007
15726,1013,65193
97912,56446,23028
16932,49834,69806
92231,30161,65570
73233,87562,46421
9447,52044,97260
5544,57176,2456
60260,10205,41033
75465,56267,75156
53008,92995,83904
54747,37947,15096
53088,2733,42568
22527,81018,60305
90388,47428,11551
57240,13875,31891
57104,77184,52487
68676,10308,51873
40668,97754,44500
29041,43655,22037
10011,66910,82998
14945,69547,66840
25415,45793,46019
95339,84599,19358
30968,13474,19194
33550,25856,22740
78957,20036,99642
99503,85918,9876
23218,82306,64764
60811,98886,73889
99598,75952,58838
89277,73989,84278
83269,81857,42363
82210,41436,19786
57640,8950,61462
57961,82756,39691
36002,77518,7362
46129,66497,9724
40685,60521,59233
4929,7456,48331
37627,10057,84497
11835,80610,77867
66462,50394,60648
76064,72655,96851
5376,58947,74928
85437,24672,42143
79299,62341,65715
19773,8109,59050
13566,45015,93626
11053,66132,84689
22617,5130,32472
92749,57377,57595
68690,68517,79928
20807,47696,48870
37079,50779,53578
44350,88984,78366
6863,82691,84843
43863,8639,43213
12387,73133,88916
50667,37243,33029
94861,86057,78997
19709,43694,10682
76380,86980,18537
45851,40662,85990
91551,86787,51374
16901,77993,92908
11104,40577,73259
49372,84343,43054
16750,87833,92121
96832,89838,68995
12249,84675,87878
55496,66648,47425
2389,47526,40483
23627,28074,44791
63736,25166,29693
18030,20308,10114
38770,13256,66543
70748,96815,69013
4947,86760,44140
81006,17176,78282
49377,20218,21266
23703,90812,81885
21697,94526,57366
5726,53852,47749
88652,94317,31133
58222,80031,37346
98617,98112,58841
30671,69993,31348
40562,61474,25430
48213,88907,74766
57749,60513,36932
50052,65916,69135
54874,21241,26174
79254,18140,32768
6839,84040,62991
48655,72684,13446
93244,67621,16341
37363,10993,21012
35755,58893,67286
19313,57340,12021
29102,59130,45820
3495,54381,6980
51964,65799,49015
30903,50615,10696
49140,29430,3694
41770,12987,93677
85191,43947,19142
18035,5020,37601
61925,91235,18191
99462,92476,61487
58799,80654,688
10384,2490,33544
28266,19597,71932
95320,79807,69176
55476,14573,37762
31147,39472,15970
6258,31252,55027
83748,81633,59914
8232,14530,65513
78215,70261,2154
82831,67551,75372
31711,94181,18818
38177,56261,205
80584,46244,31531
74798,54600,24551
87080,87584,11221
68614,47265,8870
68951,71313,66496
66535,72633,2665
51177,61621,5706
83318,50709,48929
33246,97952,2128
46805,8855,45193
31604,96068,86127
82346,13587,76271
96362,99179,43583
17486,5811,46176
71567,44374,84252
22949,89742,60899
91146,62722,82802
23891,17675,8270
93853,59988,4847
38462,26422,5741
26144,5492,41365
40642,67552,52196
71176,62049,33202
4799,98735,84790
25048,37501,46789
6265,85948,43506
35811,16315,48237
57272,52431,97426
57637,50678,44438
24486,65038,90710
65211,48148,68062
34959,10828,95300
55640,10345,56440
78964,23652,71496
38504,42101,13447
10494,42981,86628
38750,40173,58447
78986,94065,55851
21842,90408,58183
46077,58606,5551
95265,46210,80589
57008,35986,83816
7518,9835,87973
83560,53242,47619
67251,98290,89051
20969,4081,18714
79635,88878,57432
4561,16545,8812
30932,84562,48015
47467,50181,74349
4244,79310,20111
89006,58972,48623
48760,58188,10077
75225,18047,69397
48096,52171,41207
85139,36528,32717
14869,3396,96426
24385,65410,67861
50723,73619,15435
34311,34116,92279
58493,28124,80199
37431,90961,64382
26237,16074,17790
9706,59250,22630
93502,58341,11506
89381,41889,87535
45537,93000,8511
72089,71063,38058
39315,20644,93298
93003,91779,83584
22818,47381,66683
29391,15907,26342
18202,31029,64752
3445,47303,72616
75009,48353,61263
72305,17009,80209
11300,8617,40539
52187,93969,94223
62739,68903,53843
53665,75353,9666
16426,41553,84192
9720,58979,61057
89143,67811,45156
16821,72260,83859
77042,23850,16912
56704,65911,7263
16274,67908,20056
39862,21581,21229
42291,92973,29552
45353,68012,37230
10336,32847,25729
83238,72199,35972
16406,81922,39691
80534,69924,12245
65873,84015,22103
77569,76106,20210
22439,86341,81851
94454,79316,44252
73874,5399,3718
10646,5958,84076
75598,34688,85344
27631,74991,54602
81016,83753,3969
65278,82203,71509
37967,84136,39596
63300,32096,89783
53227,38985,59446
9564,90257,7852
20719,57619,54476
63471,60875,26741
44589,79516,18830
40970,94157,41853
96233,45268,52260
17139,99701,48567
67499,73616,13917
41827,31685,61141
16059,35058,58929
32495,18465,12689
6632,38038,50351
80658,54805,32541
20932,42917,75718
94519,40988,24881
20885,65308,67466
61186,65373,40441
65191,3037,11802
51543,66249,59930
31552,28199,76460
46254,6377,6624
36877,64866,78317
85755,88148,61680
37453,70345,1071
14089,56482,17555
34664,95355,47943
52855,47964,5930
52505,6705,74747
73638,25513,47516
72512,37827,9637
50639,66093,59028
72070,36663,81689
89181,80090,15572
16864,12672,51629
48915,44444,73116
47920,98954,18909
26090,78966,66731
52610,65546,5276
5938,5100,17961
93531,43652,62094
68069,59898,19521
79463,67568,18321
42987,80356,41750
21299,51505,80805
96904,39221,77820
44089,66494,66809
69774,64205,92895
73783,39294,62245
2180,48281,43416
88317,14366,54596
76507,40327,95069
90183,82478,3492
78238,62205,34803
85929,75821,75711
29824,94555,6731
76483,62973,22349
68712,82447,94526
81230,49832,19369
89224,31745,4138
75047,91818,14404
25006,2482,57807
41116,54890,19848
54127,90505,26724
53788,65774,80147
61814,96447,95342
8163,92507,18098
67984,27176,73516
42604,86799,62701
68875,49391,41124
22699,60249,69878
44869,71601,46437
88587,94493,89226
84319,90873,34650
79963,63462,25200
32311,36569,73149
39124,29473,39008
37880,92392,27168
90471,92404,64094
41555,62888,45718
73464,94589,35842
37721,15974,75166
88686,71197,49767
51712,45237,19198
38070,5513,37700
93603,10358,45398
57983,85979,33612
97955,62793,28047
26485,70592,35537
73664,91248,35601
17992,14316,80698
97110,76917,31363
31779,6653,87796
69604,29579,83616
30518,6880,13133
54172,43292,94025
61918,13178,89285
18018,679,72135
20701,53334,85575
62350,62580,85267
26143,99078,37649
42096,37409,84659
7754,11725,85498
75252,30437,70143
96821,94780,4888
22946,54773,23040
4763,52034,64930
24420,98173,37941
4910,1214,39110
74443,79007,14064
43914,37298,59552
84058,71211,68723
64738,17589,66088
61344,35761,25272
14764,43343,21298
95829,60150,84972
33720,94188,24405
1846,96549,44185
38669,74420,88395
99258,25318,23002
80079,83719,53148
56059,67538,42982
11368,52538,87720
12502,24219,18430
62580,42415,32512
895,34181,50275
30870,58554,98796
34995,43204,39576
76344,94749,75088
1498,34282,85679
47127,90802,30972
8142,87528,15495
61000,40213,20934
53138,89925,65866
92216,40760,90477
15389,83717,38671
48174,80560,28947
28721,17507,62676
20078,59634,98007
79395,48971,54505
92004,71989,61712
99267,70453,87044
28627,99858,32435
89173,98925,78094
10730,68879,58556
69228,92244,47419
10237,73946,14707
8094,71781,66255
26497,75065,70341
19641,21566,43007
68202,57912,15235
89167,26922,93967
76434,64071,11919
66895,58390,7292
59432,17294,67272
54450,59873,73912
7567,73242,60604
88181,40392,94801
2853,51897,33352
395,97754,28560
75800,9572,5936
55534,45158,91800
8357,70931,7897
9046,61875,4159
37629,53591,23590
17750,84085,95589
84656,55097,49081
50132,58790,49479
49236,10518,89486
86742,70687,17431
85660,45582,15549
